recruitment_seq,address_seq1,address_seq2,address_seq3,career_end,career_start,check_box_keyword,education,major_task,qualifications,text_keyword
R06083,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2707,2,2,2,
R03679,3.0,,,0,0,2101;2108;2201;2707,4,2,2,신입;MD;듀엘;대현
R05168,5.0,,,0,0,2101;2108;2109;2201;2203;2204;2205;2302;2303;2507;2707,2,2,1,
R04907,3.0,,,0,0,2507;2707,3,2,1,
R02632,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2707;2810,3,2,2,
R05409,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R00906,3.0,,,0,0,2507;2707,2,2,1,
R04654,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,2,
R02779,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R01529,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,2,2,1,
R01883,3.0,,,0,0,2507;2707,4,2,1,
R00285,3.0,,,0,0,2101;2201;2204;2205;2705;2707,2,2,2,
R06418,3.0,,,0,0,2108;2707;2810,2,2,1,
R01520,3.0,,,0,0,2810;2707;2507;2108,3,2,1,
R03330,3.0,,,0,0,2507;2707,3,2,1,
R04032,3.0,,,0,0,2507;2703;2707,3,2,2,
R01479,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R04542,3.0,,,0,0,2507;2707,3,2,1,
R03890,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2507;2707,3,2,1,
R00368,3.0,,,0,0,2507;2707,2,2,1,
R01710,3.0,,,0,0,2204;2205;2507;2707,4,2,1,
R00276,3.0,,,0,0,2507;2707,3,2,1,
R02035,3.0,,,0,0,2707;2205;2204;2201;2101;2507,4,2,1,
R00154,3.0,,,0,0,2108;2109;2707;2810,2,2,1,
R00581,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205;2302;2707,2,2,2,
R06361,3.0,,,0,0,2507;2707,3,2,1,
R00926,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R03539,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R01452,3.0,,,0,0,2101;2110;2201;2204;2205;2507;2707,2,2,2,
R00981,3.0,,,0,0,2101;2104;2105;2507;2707;3008;3099,4,2,1,
R04163,3.0,,,0,0,2101;2104;2105;2302;2303;2707;3008;3099,3,8,1,
R05739,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R04162,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R00744,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R02074,3.0,,,0,0,2507;2707;2810,2,2,1,
R01772,3.0,,,0,0,2101;2201;2204;2205;2507;2707;2810,4,2,2,
R05106,3.0,,,0,0,2108;2109;2707;2810,3,2,1,
R05304,3.0,,,0,0,2108;2109;2201;2204;2205;2501;2507;2703,4,2,1,
R03224,3.0,,,0,0,2101;2201;2204;2205;2707,4,8,1,영업MD
R01896,3.0,,,0,0,2101;2108;2109;2201;2707,2,7,0,
R03716,3.0,,,0,0,2204;2507;2707,4,2,2,
R03109,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R01143,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R06395,3.0,,,0,0,2507;2707,3,2,1,
R02498,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R05405,3.0,,,0,0,2101;2102;2107;2108;2113;2201;2204;2205,2,2,2,
R04457,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R03730,3.0,,,0,0,2507;2707,3,2,1,
R05930,3.0,,,0,0,2204;2205;2707,2,2,1,
R02165,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R04148,3.0,,,0,0,2101;2104;2105;2707;3008;3099,3,2,1,
R05480,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,1,
R06506,3.0,,,0,0,2101;2108;2201;2707,4,2,1,TIME;HOMME;타임;MD;타임옴므;한섬
R06153,3.0,,,0,0,2707;2507,3,2,1,
R02833,3.0,,,0,0,2507;2707,4,2,2,
R02054,3.0,,,0,0,2507;2707,4,2,1,
R01218,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R06005,3.0,,,0,0,2507;2707,4,2,2,
R01268,3.0,,,0,0,2204;2205;2707,3,2,2,
R03938,3.0,,,0,0,2101;2108;2109;2110;2111;2201;2203;2204;2205;2707,4,2,1,
R00815,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R02530,5.0,,,0,0,2707;2205;2204;2201,3,2,1,거래처관리;매장관리;채권관리;의류판매;영업기획;판매영업;거래선개발관리;대리점관리;판매관리;영업관리;영업지원
R01379,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R02519,3.0,,,0,0,2707;2204;2201;2205,3,2,1,
R04087,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R03876,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05545,3.0,,,0,0,2204;2205;2707,2,2,1,
R02715,3.0,,,0,0,2507;2707,2,2,2,
R01761,3.0,,,0,0,2707,3,2,1,
R05612,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R00505,3.0,,,0,0,2507;2707;2503,3,2,1,
R06679,3.0,,,0,0,2201;2204;2205;2707,2,1,1,
R06632,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R02782,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R06037,3.0,,,0,0,2204;2205;2707,4,2,1,
R01836,3.0,,,0,0,2201;2204;2205;2707,2,2,1,영업;골프의류;대리점
R03446,3.0,,,0,0,2102;2707,3,2,2,
R04797,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06260,3.0,,,0,0,2101;2108;2201;2707,4,7,1,
R01147,3.0,,,0,0,2101;2104;2105;2707,2,2,1,
R06681,3.0,,,0,0,2507;2707,4,2,2,
R03681,3.0,,,0,0,2707;2507,2,2,2,
R03613,3.0,,,0,0,2108;2707;2810,3,2,1,소싱;생산관리;생산MD
R01602,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R02454,3.0,,,0,0,2108;2507;2707;2810,2,2,1,
R01344,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R03506,3.0,,,0,0,2507;2707,3,2,1,
R01740,3.0,,,0,0,2101;2104;2105;2707;3008;3099,4,2,1,
R01538,3.0,,,0,0,2101;2108;2201;2204;2205;2501;2507;2707,4,2,1,
R06509,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R05360,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R02641,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R04143,3.0,,,0,0,2507;2707,4,2,2,
R03541,3.0,,,0,0,2201;2204;2205;2707,2,2,1,영업;의류;여성복
R04103,3.0,,,0,0,2101;2107;2108;2201;2204;2205;2507;2707,3,2,1,
R03056,3.0,,,0,0,2507;2707,4,2,1,
R05489,3.0,,,0,0,2707,3,8,1,
R00851,3.0,,,0,0,2501;2507;2703;2707,3,2,1,
R05892,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R04179,3.0,,,0,0,2101;2108;2201;2507;2707,2,2,2,
R04483,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03185,5.0,,,0,0,2102;2707,2,2,1,
R03426,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05842,3.0,,,0,0,2101;2108;2201;2501;2507;2707,4,2,1,
R02681,3.0,,,0,0,2810;2707;2108;2507,3,2,1,
R02372,3.0,,,0,0,2507;2703;2707,4,2,1,
R06111,3.0,,,0,0,2201;2204;2205;2707,4,2,1,백화점;매장관리;영업
R04493,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R06250,3.0,,,0,0,2507;2707;2810,2,2,1,
R04799,5.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05466,3.0,,,0,0,2507,4,2,2,
R04691,3.0,,,0,0,2101,4,2,1,
R00494,3.0,20.0,,0,0,2101;2108;2201;2204;2205;2507;2707;2810,2,2,2,
R03381,3.0,,,0,0,2507;2707;2810,4,2,1,
R00384,3.0,,,0,0,2507;2707,4,2,1,
R03214,3.0,,,0,0,2507;2707,4,2,1,
R02613,3.0,,,0,0,2507;2707,4,8,1,인턴;채용의
R01435,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R00953,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R05587,3.0,,,0,0,2202;2201;2707;2507;2101;2104,2,2,2,
R02702,3.0,,,0,0,2101;2108;2201;2707,4,2,1,상품기획;MD;기획MD
R01747,3.0,,,0,0,2507;2707,3,8,1,
R01209,3.0,,,0,0,2101;2108;2201;2707,3,2,1,MD;상품기획;기획MD
R00803,3.0,,,0,0,2111;2113;2507,2,2,2,
R00172,3.0,,,0,0,2101;2102;2108;2201;2707,3,8,1,
R04958,3.0,,,0,0,2507;2703;2707,4,8,1,
R02132,3.0,,,0,0,2507;2707,4,2,1,
R05478,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205;2707,4,2,1,
R02846,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R01987,3.0,,,0,0,2108;2507;2707;2810,2,2,1,
R00400,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R01617,3.0,,,0,0,2101;2108;2201;2507;2707,4,2,1,여성복MD;상품기획;기획MD;여성복
R04054,3.0,,,0,0,2507;2707,3,2,2,
R06345,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05156,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R06020,3.0,,,0,0,2201;2204;2205;2707,3,2,1,백화점;아울렛;대리점영업
R00179,5.0,,,0,0,2201;2204;2299;2914,3,2,2,
R00332,3.0,,,0,0,2101;2107;2108;2109;2111;2201;2203;2204,2,2,1,
R03000,3.0,,,0,0,2101;2104;2105;2707;3008;3099,4,2,1,
R03698,3.0,,,0,0,2101;2108;2201;2707,4,2,1,상품기획;기획MD;상품기획MD
R05722,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R04954,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2707,3,2,1,
R03626,3.0,,,0,0,2507;2707,3,2,2,
R04705,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R01814,3.0,,,0,0,2108;2707;2810,2,8,2,
R00184,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R05804,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R03176,3.0,,,0,0,2108;2113;2707;2810;3103;3199,3,2,1,
R05393,3.0,,,0,0,2101;2104;2105;2707,2,2,0,
R01535,3.0,,,0,0,2101;2108;2201;2507;2707;2810,3,2,1,
R05182,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,영업MD;영업기획;영업엠디
R03127,3.0,,,0,0,2507;2707,3,2,2,
R06635,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R01867,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R04425,3.0,,,0,0,2707;2101,4,2,2,
R03303,3.0,,,0,0,2101;2107;2108;2201;2507;2707,3,2,1,
R01380,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R00722,3.0,,,0,0,2101;2108;2201;2707;2810,4,2,1,상품기획;MD;생산관리
R03756,3.0,,,0,0,2707;2507;2204;2201;2299,3,2,2,
R01167,3.0,,,0,0,2101;2108;2109;2201;2203;2302;2707,3,2,1,
R04280,3.0,,,0,0,2507;2707,2,2,2,
R02267,3.0,,,0,0,2201;2102,3,2,2,
R04471,3.0,,,0,0,2108;2110;2203;2204;2299;2707;2810,3,2,2,
R01928,3.0,,,0,0,2101;2104;2105;2707;3008;3099,4,2,1,
R03257,3.0,,,0,0,2507;2703;2707,2,7,2,
R06375,3.0,,,0,0,2507;2707,3,2,1,
R02786,3.0,,,0,0,2507;2707,2,2,1,
R03558,3.0,,,0,0,2101;2104;2105;2108;2201;2204;2205;2206,4,2,2,
R03343,3.0,,,0,0,2108;2707;2810,3,2,1,
R01551,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R05674,3.0,,,0,0,2201;2204;2205;2707,3,2,1,영업
R02645,3.0,,,0,0,2101;2108;2201;2507;2707,2,2,1,
R05287,3.0,,,0,0,2101;2104;2105;2204;2205;2707;3008;3099,3,2,2,
R05849,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,3,2,2,
R02834,3.0,,,0,0,2101;2507;2707,3,2,1,
R01355,3.0,,,0,0,2101;2108;2201;2707,4,7,1,
R04408,3.0,,,0,0,2101;2108;2201;2204;2205;2507;2707;2810,3,2,2,
R03881,3.0,,,0,0,2707;2109;2108,4,2,1,
R03055,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R05524,3.0,,,0,0,2201;2110;2507;2707;2101,4,2,1,
R04739,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R00528,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R04031,3.0,,,0,0,2108;2110;2203;2204;2299;2707;2810,3,2,1,
R01171,3.0,,,0,0,2204;2205;2707,4,2,1,VMD
R03058,3.0,,,0,0,2507;2703;2707;2810,2,2,1,
R01050,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R00868,3.0,,,0,0,2108;2707;2810,2,2,1,
R06412,3.0,,,0,0,2101;2109;2110;2201;2204;2205;2707,2,2,1,
R04037,5.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,1,
R02535,3.0,,,0,0,2707;2201;2101,4,2,1,
R02815,3.0,,,0,0,2104;2201;2204;2205;2507;2707,4,2,2,
R05497,3.0,,,0,0,2101;2104;2105;2201;2204;2205;2707;3008;3099,3,2,2,
R04678,3.0,,,0,0,2101;2104;2105;2109;2110;2203;2204;2205,4,2,1,
R00181,3.0,,,0,0,2507;2707,4,2,2,
R05270,3.0,,,0,0,2507;2707,3,8,1,
R05673,3.0,,,0,0,2507;2707;2810,2,7,0,
R05565,3.0,,,0,0,2110;2203;2204;2299,4,2,1,
R06431,3.0,,,0,0,2507,2,2,1,
R00004,3.0,,,0,0,2507;2707,3,2,1,
R04647,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2507;2707,3,2,1,
R05675,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R01651,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R00599,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R04039,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2707,4,2,2,의류;MD;패션;남성
R01825,3.0,,,0,0,2707;2507;2204;2201,3,2,1,
R06261,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R00158,3.0,,,0,0,2507;2707,4,2,2,
R03513,3.0,,,0,0,2101;2104;2105;2204;2205;2707;3008;3099,3,2,1,
R00002,3.0,,,0,0,2507;2703;2707,3,2,1,
R00807,3.0,,,0,0,2507;2707,3,8,1,
R03398,3.0,,,0,0,2205;2204;2201,4,2,1,
R02976,3.0,,,0,0,2204;2205;2707,3,2,2,인테리어;디스플레이;VMD
R00410,3.0,,,0,0,2109;2707;2507,4,2,1,
R03722,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R03916,3.0,,,0,0,2201;2204;2205;2707,2,2,2,영업.영업기획
R03294,5.0,,,0,0,2101;2104;2105;2204;2205;2707;3008;3099,3,2,1,
R02245,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R03736,3.0,,,0,0,2507;2707,2,2,1,
R05725,3.0,,,0,0,2507;2707,4,2,1,
R03163,3.0,,,0,0,2707;2507;2599;2799,3,2,1,
R00374,3.0,,,0,0,2101;2108;2201;2707,4,2,2,
R02932,3.0,,,0,0,2108;2110;2203;2204;2299;2707;2810,3,2,1,
R05372,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R00116,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R02169,3.0,,,0,0,2101;2109;2201;2203;2204;2205;2302;2707,3,2,2,
R01333,3.0,,,0,0,2507;2707,2,2,2,
R03370,3.0,,,0,0,2507;2707,2,2,2,
R01429,3.0,,,0,0,2101;2104;2105;2204;2205;2707;3008;3099,3,2,1,
R02655,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R01641,3.0,,,0,0,2507;2707;2810,2,2,1,
R01882,3.0,,,0,0,2507;2707,4,2,1,
R01074,3.0,,,0,0,2101;2108;2201;2507;2707,2,2,1,
R00670,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R02292,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R00280,3.0,,,0,0,2501;2503;2507,4,2,1,
R01519,3.0,,,0,0,2507;2707,3,2,1,
R03919,3.0,,,0,0,2109,2,2,1,
R03602,3.0,,,0,0,2799;2707;2507,4,2,1,
R05580,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R01428,3.0,,,0,0,2507;2707,4,2,1,
R06189,3.0,,,0,0,2507;2707,3,2,2,
R03107,3.0,,,0,0,2507;2707,3,2,1,
R04466,3.0,,,0,0,2707;2507;2199;2599;2503,4,2,1,
R00897,3.0,,,0,0,2507;2707,4,2,1,
R03164,3.0,,,0,0,2507;2707,3,8,2,바잉MD
R00517,3.0,,,0,0,2507;2599;2707;2799,4,2,1,
R03117,3.0,5.0,20.0,0,0,2101;2108;2109;2201;2204;2205;2507;2707,2,2,1,
R05712,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,
R06384,3.0,,,0,0,2507;2707,2,2,2,
R04303,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R02518,3.0,,,0,0,2102;2707,2,2,1,
R03232,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R00884,3.0,,,0,0,2201;2204;2205;2707,4,2,2,
R02028,3.0,,,0,0,2507,3,2,1,남성복
R04901,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R05249,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R04997,3.0,,,0,0,2507;2501,3,2,1,
R01072,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R01222,3.0,,,0,0,2201;2204;2205;2707,4,7,2,
R03502,3.0,,,0,0,2102;2503;2201;3105,3,7,1,
R00423,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R03353,3.0,,,0,0,2501;2507;2703;2707,3,2,1,
R00387,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R05529,3.0,,,0,0,2507;2707,3,2,1,
R04918,3.0,,,0,0,2507;2707,4,2,1,셔츠디자인;의류디자이너;남성복;우븐;디자인
R01008,3.0,,,0,0,2101;2108;2201;2204;2205;2707,4,2,2,
R05959,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03957,3.0,,,0,0,2101;2107;2507,2,2,1,
R04730,3.0,,,0,0,2101;2104;2105;2707;3008;3099,3,2,1,
R04517,3.0,,,0,0,2507;2707,3,2,1,의류;섬유;의복;의상;남성복;여성복
R04868,3.0,,,0,0,2201;2204;2205;2707,4,2,1,직영점;영업담당;대리점;영업실무;영업;백화점;영업관리
R04639,3.0,,,0,0,2507;2707,3,2,1,
R05086,3.0,,,0,0,2507;2707,3,2,1,
R03746,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R00923,3.0,,,0,0,2108;2507;2707,3,2,1,소담크리에이션
R01870,3.0,,,0,0,2201;2204;2707,4,2,1,
R06691,3.0,,,0,0,2501;2507;2707,3,2,1,
R06318,3.0,,,0,0,2101;2201;2204;2205;2707,3,1,1,영업MD;영업기획;MD;여성복
R05578,3.0,,,0,0,2501;2507;2707,4,2,2,
R00788,3.0,,,0,0,2108;2109;2707;2810,3,2,1,
R02203,3.0,,,0,0,2507;2707,2,8,1,
R04538,3.0,,,0,0,2507;2707,2,2,2,
R05016,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R00206,3.0,,,0,0,2507;2707,4,2,1,
R05454,3.0,,,0,0,2501;2507;2703;2707,3,8,1,
R03476,3.0,,,0,0,2101;2108;2201;2707,2,2,1,
R06334,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R02142,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R02890,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205,4,2,2,
R01076,3.0,,,0,0,2101;2201;2204;2205;2707,3,2,2,
R01339,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R02281,3.0,,,0,0,2101;2108;2201;2707,3,2,1,
R00698,3.0,,,0,0,2507;2703;2707,3,2,1,
R01546,5.0,,,0,0,2201;2204;2205;2707,4,2,2,
R02788,3.0,,,0,0,2110;2203;2204;2299;2507;2707,2,2,2,
R04780,3.0,,,0,0,2101;2108;2109;2201;2204;2205;2507;2707;2810,3,2,2,
R05584,3.0,11.0,,0,0,2101;2201;2204;2205;2206;2707,2,2,2,
R03481,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R04224,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R06000,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,1,
R01536,3.0,,,0,0,2101;2104;2105;2108;2201;2204;2205;2707;3008;3099,2,2,1,
R05379,3.0,,,0,0,2101;2201;2204;2205;2707,2,2,2,
R01693,3.0,,,0,0,2707;2507;2799;2108;2101,3,2,1,
R04144,3.0,,,0,0,2507;2707,2,2,1,
R02697,3.0,,,0,0,2507,3,2,1,
R04156,3.0,,,0,0,2707;2507;2204,3,2,1,
R01093,3.0,,,0,0,2101;2108;2109;2201;2203;2204;2205;2302,4,2,1,
R01961,3.0,,,0,0,2101;2104;2105;2707;3008;3099,3,2,2,
R03001,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,2,
R06436,3.0,,,0,0,2507,3,2,1,
R00525,3.0,,,0,0,2108;2707;2810,4,2,1,MLBKIDS;생산관리;애프앤에프
R02149,3.0,,,0,0,2507;2707,4,2,1,스타일;디자인
R04794,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R04252,3.0,5.0,,0,0,2201;2204;2205;2707,3,2,1,
R06553,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R06491,3.0,5.0,,0,0,2507;2707,4,2,1,
R03966,3.0,,,0,0,2507;2707,3,2,2,
R01331,3.0,,,0,0,2507;2707,4,2,1,
R02274,3.0,,,0,0,2501;2507;2703;2707,4,8,1,
R05464,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,2,
R06065,3.0,,,0,0,2507,4,7,1,
R04546,3.0,,,0,0,2201;2204;2205;2707,3,2,2,
R03403,3.0,,,0,0,2201;2204;2205;2707,2,2,1,영업사원
R02520,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R01258,3.0,,,0,0,2507;2707,3,7,1,
R01308,3.0,,,0,0,2507;2707,3,2,2,
R03615,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2299;2707,4,2,2,
R06080,3.0,,,0,0,2507;2707,4,8,1,
R04154,3.0,,,0,0,2507;2707,3,2,1,
R05136,3.0,,,0,0,2507;2707,3,2,2,
R00092,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04862,3.0,,,0,0,2507;2707,3,8,2,
R05150,3.0,,,0,0,2507;2703;2707,4,2,2,
R05676,3.0,,,0,0,2101;2108;2201;2507;2707,4,8,1,
R02130,3.0,,,0,0,2108;2302;2303;2507;2707;2810,2,2,1,
R05761,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05707,5.0,,,0,0,2101;2108;2201;2707,4,2,1,
R05993,3.0,,,0,0,2507;2707,3,2,2,
R03427,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R02902,3.0,,,0,0,2507;2707,4,2,2,
R03699,3.0,,,0,0,2108;2707;2810,4,2,1,
R00606,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R05225,3.0,5.0,,0,0,2101;2201;2204;2205;2707,3,2,2,
R05957,3.0,,,0,0,2111;2204;2507;2707,3,2,1,영업MD;의류;섬유;의복;의상;영업관리
R05891,3.0,,,0,0,2101;2108;2201;2707,3,8,1,
R01816,3.0,,,0,0,2707;2507;2299;2205;2204;2201;2199;2111;2110,3,2,1,
R06118,3.0,,,0,0,2101;2113;2201;2204;2205;2707;3103;3199,2,2,2,
R04038,3.0,,,0,0,2507;2707;2810,3,2,1,
R00667,3.0,,,0,0,2507;2703;2707,3,2,2,
R02068,3.0,,,0,0,2101;2104;2105;2707;3008;3099,3,2,1,
R05267,3.0,,,0,0,2101;2104;2105;2201;2707;3008;3099,4,2,1,
R01256,3.0,,,0,0,2507;2707,4,2,1,
R02651,3.0,,,0,0,2101;2201;2204;2205;2707,4,2,1,
R00654,5.0,,,0,0,2101;2201;2204;2205;2707,3,2,1,매장관리;의류매장영업;의류매장관리;매입부;가두점;로드숍;캐쥬얼의류;의류영업;영업관리
R04155,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R04967,3.0,,,0,0,2507;2707,4,2,1,
R04350,3.0,,,0,0,2507;2703;2707,2,2,2,
R06480,3.0,,,0,0,2108;2707;2810,3,2,1,
R03741,3.0,,,0,0,2201;2204;2205;2507;2707,3,2,2,
R00227,3.0,,,0,0,2101;2201;2204;2299;2501;2507;2703;2707,3,2,1,
R04566,3.0,,,0,0,2507;2707,3,2,1,
R01288,3.0,,,0,0,2101;2108;2201;2707,3,2,2,
R02787,3.0,,,0,0,2507;2707,3,2,2,
R04936,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R04641,3.0,,,0,0,2201;2204;2205;2707,2,2,1,
R00176,3.0,,,0,0,2108;2707;2810,2,2,2,
R04651,3.0,,,0,0,2507;2707,3,2,2,
R04828,3.0,,,0,0,2507;2707;2503,4,2,1,
R05390,3.0,,,0,0,2707;2799,4,2,1,
R03207,3.0,,,0,0,2707;2201;2507,3,2,1,
R00831,3.0,,,0,0,2101;2104;2105;2201;2204;2205;2507;2703;2707;3008;3099,4,2,1,
R01717,3.0,,,0,0,2507;2707;2810,2,2,1,
R03007,3.0,,,0,0,2204;2205;2707,2,2,1,
R02508,3.0,,,0,0,2108;2204;2507;2805,2,2,2,
R03190,3.0,,,0,0,2507;2707;2810,4,2,2,
R02364,3.0,,,0,0,2507;2707,2,2,2,
R00609,3.0,,,0,0,2101;2108;2201;2507;2703;2707;2810,2,2,2,
R02114,3.0,,,0,0,2204;2205;2707,4,2,2,
R02015,3.0,,,0,0,2507;2707,3,2,2,
R00587,3.0,,,0,0,2204;2205;2707,4,2,2,
R06671,3.0,,,0,0,2507;2707,4,2,1,
R03827,3.0,,,0,0,2810;2707;2507;2108,3,2,1,
R01934,3.0,,,0,0,2101;2108;2201;2507;2707,4,7,2,
R03728,3.0,,,0,0,2501;2507;2703;2707;2810,3,2,2,
R00533,3.0,,,0,0,2101;2201;2507,3,2,1,
R04219,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R05468,3.0,,,0,0,2101;2108;2201;2707,4,2,2,MD
R00009,3.0,,,0,0,2507;2707,2,8,1,피팅;스타일팀;인턴
R00459,3.0,,,0,0,2507;2707,2,8,1,피팅;스타일팀;인턴
R03375,3.0,,,0,0,2108;2707;2810,2,2,1,
R00334,3.0,,,0,0,2201;2204;2205;2707,3,2,1,
R03461,3.0,,,0,0,2201;2204;2205;2707,2,2,2,
R00874,3.0,,,0,0,2507;2707,3,2,1,
R05089,3.0,,,0,0,2101;2108;2201;2707,4,2,1,
R02155,3.0,,,0,0,2501;2507,4,2,1,
R06538,3.0,,,0,0,2101;2104;2105;2302;2303;2707;3008;3099,2,2,2,
R06109,3.0,,,0,0,2201;2204;2205;2707,4,2,1,
R01738,3.0,,,0,0,2101;2108;2201;2204;2205;2707,3,2,1,
R01590,3.0,,,0,0,2101;2108;2109;2110;2201;2203;2204;2205,3,2,2,
R02866,3.0,,,0,0,2507;2707,4,2,1,
R05606,3.0,,,0,0,2102;2108;2707;2810,2,2,1,판매;브랜드;생산;지사;경력자;관리
