resume_seq,hischool_type_seq,hischool_special_type,hischool_nation,hischool_gender,hischool_location_seq,univ_type_seq1,univ_type_seq2,univ_transfer,univ_location,univ_major,univ_sub_major,univ_major_type,univ_score
U08423,0,기타,기타,기타,0,5,5,0,3,,,9,80.0
U03764,19,특목고,사립,남여공학,9,5,5,0,7,,,9,80.0
U03316,21,일반고,공립,남여공학,6,5,5,0,7,,,9,80.0
U08077,0,기타,기타,기타,0,0,0,0,0,,,19,80.0
U04276,21,일반고,사립,남자학교,10,5,5,0,8,호텔경영학과,,3,80.0
U00113,21,일반고,공립,남자학교,5,5,5,0,3,,,9,70.0
U02359,21,일반고,사립,남여공학,6,5,5,0,3,,,0,80.0
U04085,21,일반고,사립,남자학교,7,3,5,0,9,,,3,70.0
U00133,0,기타,기타,기타,0,5,5,0,4,,,4,70.0
U03865,21,일반고,사립,여자학교,3,5,5,0,5,,,14,70.0
U06531,21,일반고,사립,남자학교,3,5,5,0,5,,,3,70.0
U01123,21,일반고,사립,남자학교,3,5,5,0,3,,,0,80.0
U06677,0,기타,기타,기타,0,5,5,0,18,,,9,90.0
U05207,21,일반고,공립,여자학교,11,5,5,0,11,,,10,50.0
U05977,21,일반고,공립,남자학교,5,5,10,0,5,,,3,70.0
U00422,21,일반고,사립,남여공학,3,5,5,0,3,,,19,80.0
U01522,21,일반고,사립,남자학교,3,5,5,0,3,스페인어학과,,8,60.0
U05685,19,특목고,사립,남여공학,3,5,5,0,3,,,9,80.0
U06699,21,자율고,공립,여자학교,7,0,0,0,0,,,9,80.0
U02566,21,일반고,사립,남자학교,3,5,10,0,5,,,4,0.0
U07831,21,일반고,사립,남여공학,11,5,5,0,7,,,5,60.0
U02729,21,일반고,사립,남여공학,5,5,5,0,5,,,3,70.0
U04274,0,기타,기타,기타,3,0,0,0,0,금융학과,,3,40.0
U06051,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U05057,21,일반고,사립,남자학교,3,5,5,0,3,,,3,90.0
U00638,0,기타,기타,기타,0,5,5,0,7,,,19,90.0
U04087,21,일반고,공립,남여공학,18,5,5,0,10,,,3,3.8
U02589,0,기타,기타,기타,0,5,5,0,3,,,9,70.0
U08338,21,일반고,사립,여자학교,3,5,5,0,3,,,0,70.0
U03525,21,자율고,사립,남자학교,3,5,5,0,5,,,3,80.0
U01753,0,기타,기타,기타,0,0,0,0,0,,,9,90.0
U00946,0,기타,기타,기타,0,5,5,0,17,,,8,80.0
U08029,21,일반고,공립,남여공학,5,5,5,0,17,,,9,90.0
U06218,21,일반고,사립,남여공학,14,5,5,0,14,,,14,60.0
U04007,21,일반고,사립,여자학교,3,5,10,0,3,,,9,90.0
U00405,21,일반고,공립,여자학교,7,3,5,0,4,,,3,80.0
U02112,21,일반고,공립,남여공학,3,0,0,0,0,,,9,70.0
U01236,0,기타,기타,기타,3,5,5,0,5,,,16,60.0
U02662,21,일반고,사립,남여공학,3,5,5,0,3,,,9,70.0
U02058,21,자율고,사립,남자학교,3,5,5,0,3,,,9,70.0
U05645,21,일반고,사립,여자학교,11,5,5,0,11,,,4,80.0
U03132,21,일반고,사립,여자학교,11,5,5,0,11,,,4,80.0
U04714,21,일반고,공립,남여공학,3,5,5,0,5,,,9,70.0
U06691,0,기타,기타,기타,0,0,0,0,0,,,3,80.0
U00074,8,특성화고,사립,남자학교,3,5,5,0,3,,,4,70.0
U05217,21,일반고,공립,여자학교,6,5,5,0,6,,,4,90.0
U07435,21,일반고,공립,남여공학,3,5,5,0,3,,,8,80.0
U07928,21,일반고,사립,남여공학,3,5,5,0,5,,,9,80.0
U02210,21,일반고,사립,여자학교,11,5,5,0,11,,,5,70.0
U00575,21,자율고,사립,남자학교,3,5,5,0,11,,,3,80.0
U03816,21,일반고,사립,여자학교,3,5,5,0,3,,,9,70.0
U03735,21,일반고,공립,남여공학,7,3,5,0,7,,,0,90.0
U08306,21,일반고,사립,남여공학,5,5,5,0,3,생활과학과,,9,70.0
U07151,21,일반고,공립,남여공학,3,4,5,0,13,,,8,70.0
U03343,21,자율고,사립,남여공학,7,5,5,0,3,,,9,80.0
U03176,21,일반고,사립,남자학교,3,5,5,0,3,,,9,20.0
U03896,21,일반고,사립,남여공학,17,5,5,0,17,,,9,70.0
U05240,21,일반고,공립,남여공학,5,5,5,0,5,,,3,90.0
U01683,21,자율고,사립,남여공학,5,5,5,0,17,건축학,,14,70.0
U03029,0,기타,기타,기타,0,5,5,0,5,미술평론학과,,9,90.0
U01855,21,일반고,사립,남자학교,10,5,5,0,10,,,4,70.0
U03417,21,자율고,사립,남자학교,3,5,5,0,3,,,9,70.0
U05345,0,기타,기타,기타,0,3,5,0,7,,,9,70.0
U07446,21,일반고,사립,남여공학,14,3,5,0,14,,,9,70.0
U07852,0,기타,기타,기타,0,0,0,0,0,수학정보학,,4,80.0
U07392,0,기타,기타,기타,0,5,5,0,10,,,4,80.0
U05686,0,기타,기타,기타,3,5,5,0,10,영상예술,,9,4.5
U05605,21,일반고,사립,남자학교,3,0,0,0,0,공업디자인,,9,0.0
U05918,0,기타,기타,기타,0,5,5,0,5,,,19,80.0
U00143,21,일반고,공립,남자학교,4,3,5,1,4,,,9,80.0
U03440,21,일반고,사립,남자학교,11,5,5,0,7,,,9,90.0
U01197,21,일반고,공립,남여공학,5,5,5,0,3,,,9,80.0
U01886,0,기타,기타,기타,0,5,5,0,7,섬유패션학과,,10,80.0
U07810,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U07114,8,특성화고,사립,남여공학,11,5,5,0,11,,,9,80.0
U04337,21,일반고,사립,여자학교,3,5,5,0,3,,,0,80.0
U04324,0,기타,기타,기타,0,5,5,0,10,,,4,70.0
U04686,21,일반고,사립,여자학교,3,3,5,0,15,,,9,90.0
U04689,21,일반고,사립,여자학교,11,5,5,0,3,,,9,70.0
U04863,0,기타,기타,기타,0,3,5,0,15,,,4,90.0
U06970,8,특성화고,공립,남여공학,3,5,5,0,17,,,10,70.0
U02060,0,기타,기타,기타,0,3,5,0,10,유기소재섬유시스템공학과,,10,80.0
U03910,0,기타,기타,기타,0,5,5,0,7,,,9,70.0
U06045,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U03139,21,일반고,공립,남여공학,5,5,5,0,5,중국어중국학,,8,80.0
U06033,21,일반고,공립,남여공학,5,5,5,0,5,,,3,70.0
U03532,21,일반고,공립,남자학교,11,5,5,0,3,,,3,80.0
U06206,8,특성화고,사립,남여공학,3,0,0,0,0,디지털관광,,9,80.0
U06586,0,기타,기타,기타,0,0,0,0,0,BachelorofFineArtsFashion,,9,60.0
U05785,0,기타,기타,기타,0,5,7,0,3,자산관리학과,,3,90.0
U03253,21,일반고,공립,여자학교,17,3,5,0,10,,,19,60.0
U05024,21,일반고,사립,남여공학,3,5,5,0,17,,마필레져,9,0.0
U03365,21,일반고,사립,남자학교,3,5,5,0,3,재료공학부세라믹공학,,10,70.0
U01677,21,일반고,사립,남여공학,5,5,5,0,5,미술학부서양화,,9,70.0
U01366,21,일반고,공립,남자학교,3,5,5,0,3,,,9,70.0
U06911,21,일반고,공립,남여공학,5,5,5,0,3,,,8,70.0
U01153,21,일반고,사립,남여공학,5,5,5,0,3,,,4,80.0
U01938,21,일반고,공립,남자학교,3,5,5,0,13,,,3,60.0
U06464,16,특성화고,사립,여자학교,14,3,5,0,14,,,9,70.0
U02925,21,일반고,공립,남여공학,5,3,5,0,18,생활과학대학패션디자인정보학과,,19,80.0
U02336,21,일반고,사립,남자학교,9,3,5,0,18,연초학과,,20,80.0
U00328,21,일반고,사립,남자학교,5,5,5,0,17,,컴퓨터과,8,80.0
U01512,21,일반고,공립,남여공학,5,3,5,0,9,,,9,80.0
U00324,21,일반고,사립,여자학교,3,5,8,0,15,,,9,90.0
U02414,21,일반고,사립,남여공학,5,5,5,0,5,,,5,60.0
U03458,21,일반고,공립,여자학교,3,5,5,0,5,,,5,70.0
U06082,22,일반고,공립,여자학교,5,5,5,0,3,,,9,80.0
U04176,21,일반고,사립,남자학교,15,5,5,0,15,,,3,80.0
U03924,0,기타,기타,기타,0,5,5,0,10,,,5,80.0
U07252,0,기타,기타,기타,0,5,5,0,10,,,9,80.0
U04839,21,일반고,사립,여자학교,11,5,5,0,11,,,10,0.0
U03356,0,기타,기타,기타,0,5,5,0,11,,,8,80.0
U06948,21,일반고,공립,남자학교,16,5,5,0,8,,,0,80.0
U07605,0,기타,기타,기타,0,3,5,0,14,동물자원,,0,90.0
U06483,21,일반고,사립,여자학교,3,5,5,0,3,,,9,70.0
U07809,21,일반고,사립,여자학교,3,5,5,0,5,한국화과,,9,90.0
U07745,21,일반고,사립,남여공학,8,3,5,0,8,,,0,80.0
U04404,21,일반고,사립,여자학교,3,0,0,0,0,,,19,70.0
U05877,21,일반고,공립,남여공학,5,5,5,0,5,건설환경공학과,,15,80.0
U05950,21,일반고,사립,여자학교,3,5,5,0,5,,,8,90.0
U03098,21,일반고,사립,남여공학,18,5,5,0,7,,,19,80.0
U05789,21,일반고,사립,남자학교,5,5,5,0,5,,,3,70.0
U01337,21,일반고,사립,남자학교,3,0,0,0,0,,,9,60.0
U04842,21,일반고,사립,남여공학,15,5,5,0,3,,,9,80.0
U05001,21,일반고,사립,여자학교,3,5,5,0,3,,,9,20.0
U05606,21,일반고,공립,여자학교,12,0,0,0,0,계좌제패션디자인실무,,9,0.0
U07511,21,일반고,사립,여자학교,11,5,5,0,11,,,9,90.0
U01951,0,기타,기타,기타,3,0,0,0,0,,,9,0.0
U01299,0,기타,기타,기타,0,5,5,0,3,,,9,20.0
U01298,21,일반고,사립,남여공학,5,5,5,0,5,,,9,70.0
U00437,0,기타,기타,기타,0,5,5,0,3,,,9,80.0
U00722,21,일반고,공립,남여공학,13,5,5,0,17,인테리어,,20,0.0
U00112,0,기타,기타,기타,0,5,5,0,17,,,9,80.0
U03686,21,일반고,사립,남자학교,10,3,5,0,10,,,13,60.0
U03838,21,일반고,사립,여자학교,11,0,0,0,0,영화,,9,70.0
U04154,21,일반고,사립,남자학교,3,5,5,0,3,,,10,70.0
U07683,21,일반고,공립,남여공학,7,5,5,0,5,,,10,90.0
U00894,0,기타,기타,기타,0,5,5,0,3,,,10,70.0
U04474,21,일반고,공립,남여공학,5,0,0,0,0,,,9,60.0
U03638,21,일반고,사립,남여공학,14,5,5,0,3,,,8,80.0
U05866,0,기타,기타,기타,0,5,5,0,15,레저스포츠학부,,9,80.0
U02146,21,일반고,공립,남자학교,4,5,5,0,3,,,9,80.0
U08478,21,일반고,공립,남여공학,3,5,5,0,5,,,19,0.0
U05181,21,일반고,사립,여자학교,9,5,5,0,7,,,20,80.0
U02444,0,기타,기타,기타,17,0,0,0,0,,,9,90.0
U04692,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U00226,0,기타,기타,기타,0,5,5,0,10,,,3,80.0
U02095,21,일반고,사립,여자학교,14,0,0,0,0,,,19,80.0
U07443,21,일반고,사립,여자학교,11,5,5,0,3,,,9,80.0
U00404,21,일반고,공립,여자학교,3,5,5,0,3,시각디자인학과,,9,70.0
U02606,0,기타,기타,기타,8,5,5,0,8,,,9,90.0
U08372,0,기타,기타,기타,3,0,0,0,0,,,9,80.0
U00120,21,일반고,공립,남여공학,3,5,5,0,10,,,4,70.0
U04293,21,일반고,사립,남여공학,3,5,5,0,3,,,0,70.0
U07283,21,일반고,공립,여자학교,11,3,5,0,11,,,0,70.0
U00484,21,일반고,사립,여자학교,14,3,5,0,14,,,19,80.0
U02315,21,일반고,사립,남여공학,5,5,5,0,5,,,7,70.0
U01722,0,기타,기타,기타,0,3,5,0,4,,,8,70.0
U04555,21,일반고,공립,남여공학,5,5,5,0,3,,,11,20.0
U00780,21,일반고,사립,남자학교,11,5,5,0,11,,,9,80.0
U01478,21,일반고,공립,여자학교,3,5,5,0,5,일어학과,,8,80.0
U05854,21,자율고,공립,남자학교,14,5,5,0,3,,,10,70.0
U03257,21,일반고,공립,남여공학,3,5,5,0,3,,,4,70.0
U06847,21,일반고,사립,남여공학,3,3,5,0,4,,,5,70.0
U02527,0,기타,기타,기타,0,0,0,0,0,,여성복,20,16.0
U05676,0,기타,기타,기타,3,5,5,0,3,,,9,80.0
U01332,21,일반고,사립,남여공학,3,0,0,0,0,,,9,80.0
U05998,21,자율고,공립,여자학교,17,5,5,0,5,,,3,80.0
U05305,0,기타,기타,기타,0,5,5,0,5,,,5,70.0
U05112,21,일반고,사립,남자학교,3,5,5,0,10,국제통상학과전공,,3,60.0
U06603,21,일반고,사립,남자학교,11,5,7,0,3,,,3,70.0
U08142,21,일반고,사립,남자학교,8,5,5,0,8,,,3,3.2
U06904,16,특성화고,사립,여자학교,0,5,5,0,3,,,9,70.0
U05047,21,일반고,사립,남자학교,3,4,5,0,13,,,5,70.0
U01439,21,일반고,공립,여자학교,7,5,5,0,7,,,20,80.0
U03889,21,일반고,사립,남여공학,3,5,5,0,3,,,12,80.0
U04143,21,일반고,사립,남자학교,11,5,5,0,11,,,19,70.0
U01685,21,일반고,사립,남여공학,5,5,5,0,5,,,4,60.0
U01919,22,일반고,공립,남여공학,5,5,5,0,5,,회계학,3,60.0
U06769,0,기타,기타,기타,0,5,5,0,17,,,9,80.0
U00792,0,기타,기타,기타,0,5,10,0,3,,,5,0.0
U00115,21,일반고,공립,여자학교,13,5,5,0,5,,,8,70.0
U03655,21,일반고,사립,여자학교,11,5,5,0,11,,,9,70.0
U03027,21,일반고,공립,남여공학,5,5,5,0,5,섬유미술과,,9,80.0
U02151,21,일반고,사립,남자학교,13,5,5,0,3,,,19,70.0
U07042,0,기타,기타,기타,0,5,5,0,3,무기재료공,,10,70.0
U02198,21,일반고,공립,여자학교,7,5,5,0,3,,,5,70.0
U02713,0,기타,기타,기타,0,0,0,0,0,BachelorofArtsFashionTechnology,,9,70.0
U01342,0,기타,기타,기타,0,5,5,0,13,의류디자인과,,19,70.0
U05969,21,일반고,사립,남자학교,5,5,5,0,5,,,8,70.0
U02945,21,일반고,공립,남여공학,14,5,5,0,3,,,19,80.0
U06971,21,일반고,공립,남여공학,4,5,5,0,5,,,8,60.0
U04261,21,일반고,공립,남여공학,5,0,0,0,0,,,9,80.0
U01719,21,일반고,공립,여자학교,14,5,5,0,3,,,9,80.0
U06903,21,일반고,공립,남여공학,5,5,5,0,3,,,9,70.0
U05847,0,기타,기타,기타,0,5,5,0,4,관광경영학부,,5,70.0
U02145,0,기타,기타,기타,0,0,0,0,0,,,20,0.0
U07398,21,일반고,공립,남여공학,3,5,5,0,5,국사학,,5,70.0
U04609,21,일반고,공립,남자학교,3,5,5,0,3,,,0,70.0
U07743,16,특성화고,사립,여자학교,11,5,5,0,11,,,4,80.0
U08021,21,일반고,사립,남자학교,12,5,5,0,3,,,3,60.0
U06522,21,일반고,공립,남여공학,5,5,5,0,3,,,19,80.0
U08459,21,자율고,공립,남자학교,6,5,5,0,3,,,5,80.0
U06676,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U05168,0,기타,기타,기타,0,5,10,0,5,,,0,80.0
U02437,0,기타,기타,기타,0,5,5,0,3,,,4,70.0
U04168,21,일반고,공립,남여공학,5,5,5,0,17,컴퓨터그래픽,,9,80.0
U06135,21,일반고,공립,남여공학,5,5,5,0,4,,,3,90.0
U04616,21,자율고,사립,여자학교,3,5,5,0,3,패션디자인학과월졸업,,9,90.0
U02733,21,일반고,사립,남자학교,5,5,5,0,11,,,9,90.0
U04418,21,일반고,사립,여자학교,11,0,0,0,0,,,4,70.0
U00471,21,일반고,사립,여자학교,5,5,5,0,5,,,9,80.0
U07525,21,일반고,사립,남자학교,3,5,5,0,3,,,10,80.0
U05541,21,자율고,사립,남자학교,3,5,5,0,4,가정교육,체육교육,17,80.0
U07483,21,일반고,공립,남여공학,5,5,5,0,6,패션의류학과졸업,,9,0.0
U01024,21,일반고,공립,남여공학,3,0,0,0,0,,경제학과,5,80.0
U08407,21,일반고,공립,남여공학,5,5,5,0,3,,,9,80.0
U05592,0,기타,기타,기타,0,0,0,0,0,패션디자인마케팅,,9,80.0
U01580,21,일반고,공립,여자학교,4,5,5,0,10,,,9,80.0
U05743,21,일반고,사립,남자학교,9,3,5,0,6,,,5,80.0
U07338,0,기타,기타,기타,0,5,5,0,10,,,9,70.0
U00878,21,일반고,공립,남자학교,13,5,5,0,18,의상섬유디자인패션디자인,,9,90.0
U06141,20,특목고,사립,남여공학,3,5,5,0,3,,,5,70.0
U03455,21,일반고,사립,남여공학,5,0,0,0,0,Internationalfashionbusiness,,9,50.0
U07058,21,일반고,공립,남여공학,3,5,5,0,18,소프트웨어공학,,7,50.0
U00656,21,일반고,공립,남자학교,3,5,5,0,17,,,9,80.0
U02197,0,기타,기타,기타,0,5,5,0,15,,,9,70.0
U07894,21,일반고,사립,여자학교,3,5,10,0,15,,,0,80.0
U05751,21,일반고,공립,여자학교,17,5,5,0,3,,,3,80.0
U07457,0,기타,기타,기타,9,5,5,0,7,,,3,80.0
U01806,21,일반고,사립,남자학교,6,5,5,0,6,,,3,70.0
U07987,21,일반고,사립,남자학교,3,5,5,0,5,,,10,90.0
U03207,21,일반고,공립,남여공학,10,3,5,0,18,,디자인학과,19,70.0
U07075,21,일반고,공립,남여공학,3,0,0,0,0,,,9,80.0
U02481,21,일반고,사립,여자학교,9,5,5,0,9,,,9,70.0
U08066,21,일반고,사립,여자학교,5,5,5,0,3,,,9,80.0
U04563,8,특성화고,공립,남여공학,3,3,5,0,10,,,2,80.0
U02545,21,자율고,사립,남자학교,3,3,5,0,10,,,19,70.0
U02239,21,일반고,공립,여자학교,15,3,5,0,15,,,0,80.0
U08189,21,일반고,사립,여자학교,11,5,5,0,11,,,4,70.0
U02841,21,일반고,공립,남여공학,4,5,5,0,3,미술사,,5,80.0
U01925,21,일반고,공립,남여공학,12,5,5,0,12,,,19,70.0
U05336,21,일반고,공립,남여공학,5,5,5,0,3,컴퓨터정보공학부,,10,60.0
U00205,21,일반고,사립,남자학교,3,5,5,0,3,,,4,80.0
U05673,21,일반고,사립,여자학교,3,5,5,0,3,,,9,70.0
U02238,21,일반고,공립,여자학교,17,3,5,0,17,외식상품학과,,4,70.0
U06046,0,기타,기타,기타,0,5,5,0,11,,,9,3.0
U07403,0,기타,기타,기타,0,5,5,0,3,,,3,60.0
U00828,21,일반고,사립,여자학교,7,5,5,0,7,,,10,70.0
U02115,0,기타,기타,기타,0,5,5,0,3,,,19,80.0
U06158,21,일반고,공립,남여공학,5,5,5,0,5,,,9,80.0
U00940,0,기타,기타,기타,0,5,5,0,18,,,9,4.5
U02061,21,일반고,공립,남여공학,9,0,0,0,0,생활체육학,,9,70.0
U01837,21,자율고,사립,남자학교,3,5,5,0,18,,,3,70.0
U03513,21,일반고,사립,남여공학,3,5,5,0,3,생산관리품질관리,,2,70.0
U05590,21,일반고,공립,남자학교,5,5,5,0,17,,,4,80.0
U04005,21,일반고,공립,남여공학,3,5,5,0,3,,,9,80.0
U07345,21,일반고,공립,남자학교,3,5,5,0,3,,,3,70.0
U01498,21,일반고,공립,남여공학,3,5,5,0,3,화학공,,0,80.0
U06798,21,일반고,사립,남자학교,17,5,5,0,3,,,5,70.0
U01830,0,기타,기타,기타,0,5,5,0,18,,,9,80.0
U05670,21,일반고,공립,여자학교,4,3,5,0,4,,,5,80.0
U01670,21,일반고,사립,남자학교,3,5,5,0,3,,,15,0.0
U03590,21,자율고,사립,여자학교,3,0,0,0,0,,,4,80.0
U05437,21,일반고,사립,여자학교,3,5,5,0,3,의류패션산업,,9,80.0
U04265,21,일반고,사립,여자학교,11,3,5,0,11,해운경영학,,3,80.0
U08439,0,기타,기타,기타,0,5,5,0,5,,,3,80.0
U03643,21,일반고,공립,남여공학,7,5,5,0,7,,,0,80.0
U06372,21,일반고,사립,여자학교,7,5,5,0,10,,,3,70.0
U02858,21,일반고,사립,남자학교,3,5,5,0,3,,,5,0.0
U01624,21,일반고,사립,여자학교,3,5,5,0,5,동물자원과학,,4,80.0
U07053,21,일반고,사립,여자학교,11,5,5,0,11,컴퓨터공학전공,,7,70.0
U05651,21,일반고,사립,남여공학,3,5,5,0,17,,,5,80.0
U07817,21,자율고,사립,남자학교,3,5,5,0,3,,,9,80.0
U00683,0,기타,기타,기타,0,5,5,0,3,,철학과,8,70.0
U08082,21,일반고,사립,여자학교,3,5,5,0,3,사회학,,0,70.0
U05386,21,일반고,사립,여자학교,15,5,5,0,15,가정복지소비자학,,5,80.0
U08035,21,일반고,사립,남여공학,3,5,5,0,11,,,4,80.0
U03338,21,일반고,사립,여자학교,10,3,5,0,10,,,3,70.0
U05421,0,기타,기타,기타,0,5,5,0,3,,,19,70.0
U00216,21,일반고,사립,여자학교,11,5,5,0,11,,프랑스문화학과,9,80.0
U06065,0,기타,기타,기타,0,5,5,0,3,,,4,70.0
U00757,21,자율고,공립,남자학교,18,2,5,0,3,,,0,70.0
U00408,21,일반고,사립,남자학교,7,5,5,0,3,,,5,80.0
U07675,21,일반고,사립,남자학교,3,5,10,0,5,,,9,50.0
U08059,0,기타,기타,기타,0,5,5,0,7,공예디자인섬유공예,,9,70.0
U07243,0,기타,기타,기타,11,5,5,0,11,,,9,80.0
U04721,21,일반고,사립,남자학교,3,5,5,0,17,,,3,80.0
U01568,21,일반고,사립,남여공학,3,5,5,0,3,,,10,60.0
U04237,16,특성화고,공립,여자학교,3,5,5,0,5,,,9,80.0
U02932,21,일반고,사립,남자학교,3,0,0,0,0,Histoiredelart,,9,73.0
U00058,21,일반고,공립,여자학교,13,5,7,0,3,디지털디자인,,9,0.0
U06988,0,기타,기타,기타,0,0,0,0,0,,,0,70.0
U00390,21,일반고,사립,남자학교,3,5,5,0,5,,,3,80.0
U03807,16,특성화고,공립,남여공학,18,5,5,0,3,,,9,80.0
U07842,21,일반고,사립,남여공학,5,5,7,0,3,,,9,60.0
U00431,21,일반고,공립,남자학교,11,5,5,0,11,,,19,70.0
U04307,21,일반고,사립,남여공학,7,3,5,0,7,,,9,70.0
U04822,21,일반고,사립,여자학교,18,5,5,0,18,,,9,80.0
U01792,0,기타,기타,기타,0,5,5,0,3,,,19,80.0
U00553,0,기타,기타,기타,18,5,5,0,3,,,4,80.0
U03213,0,기타,기타,기타,0,5,5,0,10,,,4,80.0
U04052,21,일반고,사립,여자학교,13,0,0,0,0,FineArt,,9,70.0
U04965,21,일반고,공립,남여공학,5,5,5,0,18,,,5,80.0
U05396,21,일반고,공립,남여공학,5,5,10,0,13,,,9,80.0
U03349,8,특성화고,공립,남여공학,3,5,5,0,3,,,0,80.0
U07088,21,일반고,공립,남여공학,7,5,5,0,9,,,9,80.0
U03353,21,일반고,사립,남자학교,5,5,5,0,3,체육학부,,9,80.0
U00788,21,일반고,사립,여자학교,3,5,5,0,3,소비자주거학과,,3,70.0
U02352,21,일반고,사립,남자학교,11,5,5,0,11,,,9,80.0
U05438,21,일반고,공립,남자학교,3,5,5,0,17,,,0,80.0
U02909,21,일반고,사립,여자학교,3,5,5,0,3,,,5,70.0
U00071,21,일반고,사립,여자학교,3,5,5,0,5,섬유공예디자인,도자공예디자인,9,80.0
U02661,21,일반고,사립,여자학교,3,5,5,0,5,디자인공예학부학과,,9,70.0
U06582,0,기타,기타,기타,18,3,5,0,4,,,9,90.0
U01591,21,일반고,사립,남여공학,4,5,5,0,18,의상섬유디자인,,9,90.0
U04509,21,일반고,사립,남여공학,3,3,6,0,3,,,19,80.0
U00581,0,기타,기타,기타,0,0,0,0,0,,,9,90.0
U00721,21,일반고,공립,여자학교,14,5,5,0,10,,,9,70.0
U04625,21,일반고,공립,여자학교,13,3,6,0,3,,,19,0.0
U01121,21,일반고,사립,남자학교,3,5,5,0,4,,,3,90.0
U04883,21,일반고,공립,여자학교,17,5,5,0,3,,,19,80.0
U05684,21,일반고,사립,여자학교,15,3,5,0,15,,,4,80.0
U03135,16,특성화고,사립,여자학교,3,5,10,0,13,,,0,90.0
U02347,0,기타,기타,기타,5,5,5,0,3,,,3,70.0
U06297,0,기타,기타,기타,0,5,5,0,11,,,9,3.5
U05679,21,일반고,공립,남여공학,5,5,5,0,3,,,9,80.0
U08474,0,기타,기타,기타,0,5,5,0,10,,,9,90.0
U03741,0,기타,기타,기타,0,3,5,0,4,,,9,90.0
U06388,21,일반고,사립,여자학교,11,5,5,0,11,,,9,80.0
U07412,21,일반고,공립,남여공학,3,5,5,0,4,,,5,0.0
U01251,21,일반고,사립,남여공학,3,5,5,0,3,,,9,80.0
U00186,21,일반고,사립,남여공학,3,5,5,0,3,,,9,80.0
U04206,21,일반고,사립,남자학교,3,5,5,0,3,,,19,80.0
U05130,21,일반고,공립,여자학교,3,5,5,0,4,,,3,70.0
U07076,21,일반고,사립,여자학교,5,5,5,0,3,,,4,90.0
U00319,21,일반고,사립,남자학교,13,5,5,0,13,,,3,60.0
U03556,21,일반고,사립,남자학교,11,5,5,0,3,,,4,70.0
U00064,21,일반고,사립,여자학교,13,5,5,0,3,,,5,90.0
U01823,22,일반고,사립,남여공학,4,5,5,0,7,,,3,70.0
U08088,21,일반고,사립,남여공학,3,5,5,0,3,,,9,80.0
U07104,0,기타,기타,기타,3,0,0,0,0,,,4,70.0
U02899,21,일반고,공립,남여공학,3,0,0,0,0,,,5,70.0
U02742,21,일반고,공립,여자학교,13,0,0,0,0,,,0,70.0
U06510,21,일반고,사립,여자학교,9,5,5,0,3,미술사학,,5,80.0
U02305,21,일반고,사립,남자학교,11,5,5,0,3,,,9,70.0
U02808,21,일반고,사립,여자학교,6,0,0,0,0,,,9,90.0
U07594,21,일반고,사립,남여공학,8,5,5,0,8,전산통계학,,7,0.0
U02949,21,일반고,사립,여자학교,3,5,5,0,3,,,9,80.0
U07452,21,일반고,사립,여자학교,3,5,5,0,5,,,2,70.0
U03929,21,일반고,공립,남여공학,10,3,5,0,10,,,19,80.0
U04360,21,일반고,사립,여자학교,3,5,7,0,3,,,5,80.0
U05672,21,일반고,공립,여자학교,14,3,5,0,14,,,9,80.0
U01811,21,일반고,공립,남자학교,4,5,5,0,17,,,9,70.0
U02645,0,기타,기타,기타,0,5,5,0,5,,,9,70.0
U00485,21,일반고,사립,남여공학,5,3,5,0,10,,,23,90.0
U03668,21,일반고,공립,여자학교,15,5,5,0,5,,,9,70.0
U02854,21,일반고,공립,남여공학,10,5,5,0,10,전자상거래학,,3,70.0
U06211,21,일반고,사립,여자학교,9,5,5,0,9,,,9,70.0
U06598,0,기타,기타,기타,0,5,5,0,3,,,4,90.0
U03184,21,일반고,공립,여자학교,11,5,5,0,3,,패션디자인비지니스전공,4,80.0
U05417,0,기타,기타,기타,0,5,5,0,5,,,3,70.0
U04775,0,기타,기타,기타,0,5,5,0,5,,,4,70.0
U02331,21,자율고,사립,남자학교,3,5,5,0,5,,,3,70.0
U05146,21,일반고,사립,여자학교,11,3,5,0,11,,,9,80.0
U01708,21,일반고,공립,남여공학,5,5,5,0,5,특수체육학,,9,90.0
U02070,21,일반고,공립,남여공학,5,5,5,0,17,,,5,70.0
U00039,21,일반고,공립,여자학교,10,3,5,0,10,,,19,70.0
U04749,21,일반고,사립,남여공학,6,5,5,0,3,,,19,20.0
U07702,0,기타,기타,기타,0,3,5,0,11,,,19,70.0
U00662,21,일반고,사립,여자학교,15,3,5,0,15,,,0,90.0
U06755,21,일반고,공립,여자학교,4,5,5,0,3,,,9,90.0
U03902,21,일반고,공립,남여공학,5,5,5,0,3,,,3,80.0
U01239,21,일반고,공립,여자학교,5,5,5,0,3,,,20,70.0
U01969,21,일반고,공립,남여공학,5,5,5,0,17,,,19,80.0
U00464,0,기타,기타,기타,0,5,5,0,17,,,9,80.0
U06263,21,자율고,사립,남자학교,10,5,5,0,18,,,3,60.0
U01633,21,일반고,사립,남자학교,14,5,7,1,3,,,5,70.0
